2024-05-02 20:17:32,196 INFO    StreamThr :8988 [internal.py:wandb_internal():86] W&B internal server running at pid: 8988, started at: 2024-05-02 20:17:32.195251
2024-05-02 20:17:32,197 DEBUG   HandlerThread:8988 [handler.py:handle_request():146] handle_request: status
2024-05-02 20:17:32,200 INFO    WriterThread:8988 [datastore.py:open_for_write():87] open: ./wandb/offline-run-20240502_201732-4can4dfb/run-4can4dfb.wandb
2024-05-02 20:17:32,235 DEBUG   HandlerThread:8988 [handler.py:handle_request():146] handle_request: run_start
2024-05-02 20:17:32,240 DEBUG   HandlerThread:8988 [system_info.py:__init__():26] System info init
2024-05-02 20:17:32,240 DEBUG   HandlerThread:8988 [system_info.py:__init__():41] System info init done
2024-05-02 20:17:32,240 INFO    HandlerThread:8988 [system_monitor.py:start():194] Starting system monitor
2024-05-02 20:17:32,240 INFO    SystemMonitor:8988 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-02 20:17:32,240 INFO    HandlerThread:8988 [system_monitor.py:probe():214] Collecting system info
2024-05-02 20:17:32,240 INFO    SystemMonitor:8988 [interfaces.py:start():190] Started cpu monitoring
2024-05-02 20:17:32,241 DEBUG   HandlerThread:8988 [system_info.py:probe():150] Probing system
2024-05-02 20:17:32,242 INFO    SystemMonitor:8988 [interfaces.py:start():190] Started disk monitoring
2024-05-02 20:17:32,244 INFO    SystemMonitor:8988 [interfaces.py:start():190] Started gpuapple monitoring
2024-05-02 20:17:32,246 INFO    SystemMonitor:8988 [interfaces.py:start():190] Started memory monitoring
2024-05-02 20:17:32,246 INFO    SystemMonitor:8988 [interfaces.py:start():190] Started network monitoring
2024-05-02 20:17:32,250 DEBUG   HandlerThread:8988 [system_info.py:_probe_git():135] Probing git
2024-05-02 20:17:32,273 DEBUG   HandlerThread:8988 [system_info.py:_probe_git():143] Probing git done
2024-05-02 20:17:32,273 DEBUG   HandlerThread:8988 [system_info.py:probe():198] Probing system done
2024-05-02 20:17:32,273 DEBUG   HandlerThread:8988 [system_monitor.py:probe():223] {'os': 'macOS-14.4.1-arm64-arm-64bit', 'python': '3.12.3', 'heartbeatAt': '2024-05-03T00:17:32.241897', 'startedAt': '2024-05-03T00:17:32.188850', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/danielhu/Documents/Vesuvius/vesuvius-challenge/64x64_256stride_i3d.py', 'codePathLocal': '64x64_256stride_i3d.py', 'codePath': '64x64_256stride_i3d.py', 'git': {'remote': 'https://github.com/danhu0/vesuvius-challenge.git', 'commit': 'fa0be13ba62a1609fe5b14c1db07b9126ee6d977'}, 'email': 'daniel_hu4@brown.edu', 'root': '/Users/danielhu/Documents/Vesuvius/vesuvius-challenge', 'host': 'dan-hu-mac-3.devices.brown.edu', 'username': 'danielhu', 'executable': '/Users/danielhu/miniconda3/envs/vesuviusgp/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3504, 'min': 600, 'max': 3504}, 'cpu_freq_per_core': [{'current': 3504, 'min': 600, 'max': 3504}], 'disk': {'/': {'total': 228.27386474609375, 'used': 9.536117553710938}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-05-02 20:17:32,273 INFO    HandlerThread:8988 [system_monitor.py:probe():224] Finished collecting system info
2024-05-02 20:17:32,273 INFO    HandlerThread:8988 [system_monitor.py:probe():227] Publishing system info
2024-05-02 20:17:32,273 DEBUG   HandlerThread:8988 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-02 20:17:34,485 DEBUG   HandlerThread:8988 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-02 20:17:34,486 INFO    HandlerThread:8988 [system_monitor.py:probe():229] Finished publishing system info
2024-05-02 20:17:34,552 DEBUG   HandlerThread:8988 [handler.py:handle_request():146] handle_request: python_packages
2024-05-02 20:17:37,223 DEBUG   HandlerThread:8988 [handler.py:handle_request():146] handle_request: status_report
2024-05-02 20:17:37,223 DEBUG   SenderThread:8988 [sender.py:send_request():406] send_request: status_report
2024-05-02 20:17:42,249 DEBUG   HandlerThread:8988 [handler.py:handle_request():146] handle_request: status_report
2024-05-02 20:17:42,249 DEBUG   SenderThread:8988 [sender.py:send_request():406] send_request: status_report
2024-05-02 20:17:44,734 INFO    StreamThr :8988 [internal.py:wandb_internal():86] W&B internal server running at pid: 8988, started at: 2024-05-02 20:17:44.733796
2024-05-02 20:17:44,736 DEBUG   HandlerThread:8988 [handler.py:handle_request():146] handle_request: status
2024-05-02 20:17:44,740 INFO    WriterThread:8988 [datastore.py:open_for_write():87] open: ./wandb/offline-run-20240502_201744-m780rblp/run-m780rblp.wandb
2024-05-02 20:17:44,775 DEBUG   HandlerThread:8988 [handler.py:handle_request():146] handle_request: run_start
2024-05-02 20:17:44,776 DEBUG   HandlerThread:8988 [system_info.py:__init__():26] System info init
2024-05-02 20:17:44,776 DEBUG   HandlerThread:8988 [system_info.py:__init__():41] System info init done
